,Airline,Month_num,Passengers_In,Passengers_Out
1032,Philippine Airlines,7,15168,12367
521,Tianjin Airlines,7,1926,1217
108,Virgin Australia,7,1425,1491
708,Singapore Airlines,7,2083,976
75,Polar Air Cargo,7,0,0
1183,United Parcel Service,7,0,0
125,Samoa Airways,7,1617,1677
135,Hawaiian Airlines,7,10307,9761
266,Donghai Airlines,7,548,251
1219,Nauru Airlines,7,633,366
695,China Airlines,7,5279,5371
1189,Air Vanuatu,7,8231,7787
1188,Solomon Airlines,7,1995,1677
1010,Air New Zealand,7,119474,117020
1011,Malaysia Airlines,7,59214,46996
607,Federal Express Corporation,7,0,0
698,China Airlines,7,22687,19497
1031,Malindo Air,7,10685,8351
881,Eva Air,7,2337,1137
912,Federal Express Corporation,8,0,0
1086,Asiana Airlines,8,7976,8750
1019,Qantas Airways,8,4023,3897
1014,Tianjin Airlines,8,1503,1369
974,Qantas Airways,8,11299,11798
973,Qantas Airways,8,27904,28815
50,Virgin Australia,8,1236,1011
1085,Malindo Air,8,9559,8075
829,Virgin Australia,8,16048,15117
966,Air New Zealand,8,1107,1319
994,AirAsia X,8,44274,38451
895,Korean Air,8,11095,11998
1118,Cathay Pacific Airways,8,74781,82218
940,Indonesia AirAsia,8,14684,13965
1116,Virgin Australia,8,2174,2306
1096,Federal Express Corporation,8,0,0
991,Nauru Airlines,8,287,407
1091,Fiji Airways,8,19380,19425
854,Jetstar,8,3615,3155
65,SriLankan Airlines,8,8127,6899
852,Qantas Airways,8,12467,13310
962,Delta Air Lines,8,8028,7884
928,Emirates,8,0,0
48,Polar Air Cargo,8,0,0
1125,Royal Brunei Airlines,8,6667,7663
1041,Polar Air Cargo,8,0,0
74,Qantas Airways,8,23667,27469
953,Jetstar,8,1318,1487
84,Jetstar,8,21906,23547
888,Qantas Airways,8,16979,15183
889,Qantas Airways,8,49480,45164
894,Scoot Tigerair,8,26502,25240
1112,Pacific Air Express,8,0,0
975,Air New Zealand,8,111986,113568
1207,Virgin Australia,8,1634,1821
510,Singapore Airlines,8,2108,1291
444,Japan Airlines,8,10195,10871
1270,Hawaiian Airlines,8,7735,9730
464,Qantas Airways,8,58497,63099
1262,United Parcel Service,8,0,0
491,Thai AirAsia X,8,2952,2378
502,Silk Air,8,7472,9126
1250,Philippine Airlines,8,14040,12683
826,Jetstar,8,32099,32591
514,Jetstar Asia,8,3530,3161
1246,Emirates,8,0,0
524,Qantas Airways,8,8055,6523
435,Virgin Australia,8,518,577
528,All Nippon Airways,8,5768,6136
541,Etihad Airways,8,48200,53814
1238,Federal Express Corporation,8,0,0
559,Qantas Airways,8,4489,4170
138,Samoa Airways,8,1806,1742
576,Air Canada,8,18096,19464
132,Air China,8,11676,13914
1211,Virgin Australia,8,9908,12309
638,Air India,8,8453,7521
654,Polar Air Cargo,8,0,0
671,Virgin Australia,8,21074,23312
112,Jetstar,8,70604,68933
529,United Airlines,8,18973,20698
18,LATAM Airlines,8,3493,3732
423,United Parcel Service,8,0,0
1286,China Airlines,8,18922,20497
221,American Airlines,8,7286,7762
1356,Air Mauritius,8,1751,1808
259,Garuda Indonesia,8,25759,26672
197,China Southern Airlines,8,46541,46636
194,British Airways,8,2735,3707
1337,United Parcel Service,8,0,0
292,Qantas Airways,8,2690,2539
293,Emirates,8,9551,8608
8,Beijing Capital Airlines,8,4986,4729
298,Hainan Airlines,8,10875,13126
1329,Air Vanuatu,8,6484,5838
1328,Emirates,8,102482,114701
12,Eva Air,8,5771,5903
312,Sichuan Airlines,8,4536,4647
1325,Malaysia Airlines,8,54222,48991
14,Qatar Airways,8,58704,64663
1304,Virgin Australia,8,13966,13364
1298,Solomon Airlines,8,1828,1475
369,Batik Air Indonesia,8,4490,4161
374,Air Niugini,8,6107,6078
375,Xiamen Airlines,8,10019,9099
380,Qantas Airways,8,3644,3198
390,Jetstar,8,8619,7861
392,Donghai Airlines,8,296,323
166,Jetstar,8,12059,11503
1191,China Eastern Airlines,8,33170,35479
692,Air Caledonie International,8,5575,5017
51,Thai Airways International,8,36781,36273
724,South African Airways,8,5829,5661
718,Qantas Airways,8,69007,73884
774,Qantas Airways,8,7438,6963
715,Tasman Cargo Airlines,8,0,0
817,China Airlines,8,4320,4837
1150,Virgin Australia,8,53221,55283
795,Eva Air,8,1683,2019
728,Nauru Airlines,8,442,323
783,United Parcel Service,8,0,0
759,Singapore Airlines,8,149247,147295
1163,Virgin Australia,8,1186,1302
32,Malindo Air,8,10282,10918
1165,Vietnam Airlines,8,15797,14496
1151,LATAM Airlines,8,6076,5519
789,Qantas Airways,8,5758,4514
705,British Airways,8,3337,2852
721,Jetstar,8,9851,10328
699,Emirates,8,4769,4915
767,Cebu Pacific Air,8,11001,9019
1318,Jetstar,9,3657,3848
182,Pacific Air Express,9,0,0
1306,Qantas Airways,9,3028,3141
355,Emirates,9,5190,6607
780,Delta Air Lines,9,8002,7733
329,Tianjin Airlines,9,1551,1963
1185,Polar Air Cargo,9,0,0
173,Virgin Australia,9,1012,1164
160,Xiamen Airlines,9,8859,9187
162,Batik Air Indonesia,9,4209,4327
163,Air India,9,7630,7475
752,Singapore Airlines,9,148278,145450
410,United Airlines,9,18082,18999
403,Polar Air Cargo,9,0,0
167,Mandarin Airlines,9,1899,2019
1290,Nauru Airlines,9,370,382
395,Qantas Airways,9,7181,6163
169,China Airlines,9,4803,5268
81,Jetstar Asia,9,3186,3047
762,Thai AirAsia X,9,2430,2564
318,Emirates,9,115123,109945
1295,Qantas Airways,9,10530,11573
987,Asiana Airlines,9,7379,7439
381,Qantas Airways,9,22196,24632
389,Federal Express Corporation,9,0,0
10,Virgin Australia,9,12561,12451
158,Federal Express Corporation,9,0,0
1361,Jetstar,9,13642,14381
214,British Airways,9,4080,3688
1048,Malindo Air,9,11752,12313
217,AirAsia X,9,39068,42165
828,Qantas Airways,9,2013,2019
207,Qantas Airways,9,58726,61388
227,Air China,9,9657,13977
229,Etihad Airways,9,51182,48843
1133,LATAM Airlines,9,5661,5605
1354,Indonesia AirAsia,9,14296,14209
244,Polar Air Cargo,9,0,0
1351,Qantas Airways,9,46292,45957
1349,Virgin Australia,9,1842,1789
1035,Jetstar,9,2282,1986
788,United Parcel Service,9,0,0
261,Air Niugini,9,6453,7203
268,Air Caledonie International,9,4377,4832
1137,Air Vanuatu,9,6496,7031
1141,Samoa Airways,9,1905,1871
284,Qantas Airways,9,4403,4451
288,Vietnam Airlines,9,14769,15846
1064,China Southern Airlines,9,42619,43593
1336,Virgin Australia,9,52761,58535
91,Thai Airways International,9,34112,35862
1020,Qantas Airways,9,4484,4562
803,SriLankan Airlines,9,7776,7307
1017,Cathay Pacific Airways,9,76582,78001
1016,Nauru Airlines,9,535,358
192,Malaysia Airlines,9,48006,48091
308,Sichuan Airlines,9,3864,4526
198,Jetstar,9,8202,7659
964,United Parcel Service,9,0,0
431,Singapore Airlines,9,1791,1229
105,Virgin Australia,9,2329,2461
726,Air Canada,9,18211,15858
1176,Qantas Airways,9,12254,12547
532,Air Chathams,9,90,87
1240,United Parcel Service,9,0,0
1236,American Airlines,9,6800,7060
563,Beijing Capital Airlines,9,4325,4848
567,Virgin Australia,9,7391,7522
42,Air Mauritius,9,2314,2157
919,Qantas Airways,9,66313,73039
136,Solomon Airlines,9,1720,1869
874,Virgin Australia,9,15709,14799
580,Virgin Australia,9,1156,1248
590,Jetstar,9,12178,12596
592,United Parcel Service,9,0,0
79,British Airways,9,3073,3266
597,Qantas Airways,9,2350,2424
1214,Emirates,9,0,0
1107,Royal Brunei Airlines,9,6569,7020
906,All Nippon Airways,9,8381,11251
123,Jetstar,9,68433,68101
122,Silk Air,9,7485,6811
1208,Cebu Pacific Air,9,9941,9531
637,Virgin Australia,9,19138,19244
1180,Malindo Air,9,8323,8123
1204,Virgin Australia,9,500,592
642,Emirates,9,0,0
645,Qantas Airways,9,0,0
655,Hainan Airlines,9,7994,9760
659,China Airlines,9,15949,19932
665,Emirates,9,8246,7208
601,Eva Air,9,4448,4620
1244,Qantas Airways,9,14664,14275
1132,Japan Airlines,9,8810,11070
67,Scoot Tigerair,9,28729,28918
1278,Qantas Airways,9,25511,29357
745,Garuda Indonesia,9,26064,27775
959,Jetstar,9,16471,17810
156,Tasman Cargo Airlines,9,0,0
21,Fiji Airways,9,17838,20385
1271,LATAM Airlines,9,2972,3177
740,Federal Express Corporation,9,0,0
470,Qantas Airways,9,7069,6991
472,Air New Zealand,9,945,1103
481,Qantas Airways,9,5879,5517
738,South African Airways,9,6301,6654
1261,Qatar Airways,9,57628,57742
1260,Philippine Airlines,9,12102,14166
737,China Eastern Airlines,9,30961,34001
479,Hawaiian Airlines,9,9534,11333
1248,Donghai Airlines,9,307,230
727,Pacific Air Express,9,0,0
732,Korean Air,9,10626,10819
941,Jetstar,9,33802,34733
1120,Air New Zealand,9,110746,114677
1294,Qantas Airways,10,4756,4034
1206,Air Vanuatu,10,7857,6745
1098,Cathay Pacific Airways,10,90928,74833
1276,Malindo Air,10,10133,7469
1308,AirAsia X,10,50097,39247
1058,SriLankan Airlines,10,8327,6576
1282,Virgin Australia,10,1186,1113
1203,Eva Air,10,5372,4514
1296,Virgin Australia,10,10670,9026
1201,Samoa Airways,10,1947,1633
1123,Polar Air Cargo,10,0,0
1154,Jetstar,10,2609,1763
1194,Air China,10,12003,14687
1184,All Nippon Airways,10,11060,10267
40,United Airlines,10,20013,16362
25,Air Chathams,10,124,138
1134,Silk Air,10,8325,7340
49,Qantas Airways,10,16487,14677
9,Nauru Airlines,10,776,779
1148,Qantas Airways,10,49387,41773
23,Qantas Airways,10,0,0
33,Air Niugini,10,6578,5925
1128,Malindo Air,10,12205,11723
1104,Singapore Airlines,10,2710,1384
1280,Jetstar,10,19376,14768
1065,Virgin Australia,10,1299,1169
1127,Air Mauritius,10,2434,2034
1220,Korean Air,10,13023,11292
1264,Federal Express Corporation,10,0,0
1062,Scoot Tigerair,10,34260,28980
1162,Asiana Airlines,10,8687,8099
7,Royal Brunei Airlines,10,7833,5678
1213,Virgin Australia,10,12445,12002
1109,Garuda Indonesia,10,26896,24344
1087,Qantas Airways,10,2536,2189
210,Qantas Airways,10,3363,2908
1049,Qantas Airways,10,6327,6077
619,Tianjin Airlines,10,2034,1239
622,Air Canada,10,17104,11799
115,American Airlines,10,7281,6096
652,Virgin Australia,10,1815,1599
656,Delta Air Lines,10,8270,6677
663,Hawaiian Airlines,10,11855,10974
668,Vietnam Airlines,10,16588,13498
670,Solomon Airlines,10,1913,1640
696,Virgin Australia,10,668,695
703,Qantas Airways,10,2019,581
711,Jetstar,10,3915,3447
716,Virgin Australia,10,2361,2098
103,Xiamen Airlines,10,9759,8367
617,Sichuan Airlines,10,5151,4510
733,Qantas Airways,10,11971,11146
765,Beijing Capital Airlines,10,4882,3801
766,Jetstar,10,70398,66038
777,Air India,10,8121,7491
781,Air New Zealand,10,1025,1096
796,Fiji Airways,10,23534,21793
797,Etihad Airways,10,54175,33853
799,China Airlines,10,5510,5362
804,Thai AirAsia X,10,3345,2581
807,South African Airways,10,6696,4996
820,Donghai Airlines,10,309,337
822,Qatar Airways,10,58766,40604
855,Jetstar,10,14147,12737
856,British Airways,10,3570,2369
743,Cebu Pacific Air,10,13064,10243
859,Federal Express Corporation,10,0,0
614,Polar Air Cargo,10,0,0
577,China Eastern Airlines,10,38057,35441
204,Jetstar Asia,10,3401,2612
235,Virgin Australia,10,59026,61373
238,Emirates,10,8936,4736
267,Jetstar,10,12894,10690
270,China Southern Airlines,10,46531,45043
271,Singapore Airlines,10,162332,140385
283,Qantas Airways,10,6350,5783
332,Qantas Airways,10,26198,23164
335,Jetstar,10,8344,7262
183,Jetstar,10,35737,35582
362,Pacific Air Express,10,0,0
363,Polar Air Cargo,10,0,0
383,Philippine Airlines,10,15512,13525
593,Polar Air Cargo,10,0,0
398,Emirates,10,0,0
407,Qantas Airways,10,60117,54864
408,Qantas Airways,10,29221,26108
442,United Parcel Service,10,0,0
456,Air Caledonie International,10,5962,5901
469,Qantas Airways,10,79964,83732
477,Qantas Airways,10,2417,2019
483,United Parcel Service,10,0,0
148,Batik Air Indonesia,10,4954,4032
542,Virgin Australia,10,23821,20106
551,LATAM Airlines,10,3183,3113
558,British Airways,10,5099,3821
139,LATAM Airlines,10,4662,4323
572,Tasman Cargo Airlines,10,0,0
405,Indonesia AirAsia,10,15342,14150
863,China Airlines,10,18235,17417
786,United Parcel Service,10,0,0
923,Air New Zealand,10,122048,123354
55,Qantas Airways,10,7753,6598
990,Qantas Airways,10,6038,5829
931,Thai Airways International,10,38420,36259
968,Polar Air Cargo,10,0,0
986,Emirates,10,126110,68829
898,Emirates,10,9023,8671
934,Malaysia Airlines,10,53012,44081
914,Federal Express Corporation,10,0,0
903,United Parcel Service,10,0,0
77,Hainan Airlines,10,10920,9374
876,Emirates,10,0,0
1000,Japan Airlines,10,10712,10528
944,Qantas Airways,10,12345,10980
939,Virgin Australia,10,16314,14034
979,Air India,10,1959,2019
334,LATAM Airlines,11,2305,2621
1026,Virgin Australia,11,57402,61983
578,Asiana Airlines,11,11033,10029
583,Sichuan Airlines,11,4216,5085
331,Air New Zealand,11,1204,1369
1232,United Parcel Service,11,0,0
1316,Jetstar,11,32874,35277
595,Virgin Australia,11,12791,12193
330,China Airlines,11,14836,17974
1028,Donghai Airlines,11,153,176
630,Thai Airways International,11,35357,40097
608,Beijing Capital Airlines,11,3734,4342
610,Tianjin Airlines,11,3032,3859
324,China Airlines,11,4716,5213
967,Air Mauritius,11,2028,1786
963,Thai AirAsia X,11,2723,2780
1322,Fiji Airways,11,22180,21109
187,Air Caledonie International,11,5233,5542
310,Garuda Indonesia,11,21756,21507
641,Virgin Australia,11,1184,1043
191,China Eastern Airlines,11,37204,41974
409,Polar Air Cargo,11,0,0
66,Virgin Australia,11,18403,15467
661,Air Vanuatu,11,5930,5491
602,Emirates,11,8719,6682
130,Emirates,11,85334,80204
545,United Parcel Service,11,0,0
554,British Airways,11,3377,3298
417,Vietnam Airlines,11,13996,14850
432,Air Chathams,11,166,137
441,Qantas Airways,11,2809,2469
19,Federal Express Corporation,11,0,0
443,Delta Air Lines,11,8174,7134
452,Etihad Airways,11,37582,38975
387,Qantas Airways,11,15264,14557
459,Qantas Airways,11,5566,5300
461,Federal Express Corporation,11,0,0
465,Nauru Airlines,11,557,610
466,Jetstar,11,8028,7177
1074,Emirates,11,0,0
175,Singapore Airlines,11,1975,1082
480,Jetstar,11,2757,2522
152,Xiamen Airlines,11,9071,9041
484,Polar Air Cargo,11,0,0
486,United Airlines,11,22971,21004
337,Air Canada,11,14694,14857
672,Qantas Airways,11,10816,10512
143,All Nippon Airways,11,10294,10175
534,Indonesia AirAsia,11,13880,12864
523,Japan Airlines,11,10782,11081
515,Singapore Airlines,11,143843,145384
141,Cebu Pacific Air,11,9493,9832
1302,Virgin Australia,11,8085,8630
1252,Virgin Australia,11,1418,1543
492,Qantas Airways,11,10657,10577
1300,Eva Air,11,4054,4562
151,Virgin Australia,11,660,587
367,Tasman Cargo Airlines,11,0,0
1258,Cathay Pacific Airways,11,71012,74429
1023,Jetstar,11,17665,17742
1195,Jetstar,11,7745,7897
948,Qantas Airways,11,6331,5805
301,China Southern Airlines,11,52067,53318
764,Qatar Airways,11,46588,46247
1161,Emirates,11,7837,10453
1159,Royal Brunei Airlines,11,4718,5418
770,Air China,11,16089,20320
1346,Federal Express Corporation,11,0,0
775,Qantas Airways,11,44871,42375
676,Air New Zealand,11,119682,123412
785,Jetstar,11,2398,2408
792,Air India,11,7051,7790
913,South African Airways,11,4431,4712
907,Qantas Airways,11,22667,23216
798,Aerolineas Argentinas,11,1565,2019
252,Virgin Australia,11,12472,11645
1145,Hawaiian Airlines,11,8335,8716
96,Samoa Airways,11,1688,1587
802,Citilink Indonesia,11,1043,1248
4,Qantas Airways,11,59478,55405
1136,Jetstar,11,65514,63556
201,Qantas Airways,11,4492,3920
1043,Emirates,11,0,0
884,Qantas Airways,11,5931,5541
1357,Scoot Tigerair,11,34309,35686
1358,American Airlines,11,6976,6145
836,United Parcel Service,11,0,0
83,Pacific Air Express,11,0,0
845,Malindo Air,11,8100,7839
218,Malaysia Airlines,11,47545,47438
211,Air Niugini,11,5917,6231
872,AirAsia X,11,37283,38393
864,Hainan Airlines,11,6033,8537
1140,Jetstar Asia,11,2874,2986
760,Qantas Airways,11,29294,29347
915,Qantas Airways,11,74670,79846
751,LATAM Airlines,11,6360,5739
680,Polar Air Cargo,11,0,0
938,Virgin Australia,11,1080,1213
700,Qantas Airways,11,7277,6871
1333,United Parcel Service,11,0,0
294,Polar Air Cargo,11,0,0
756,Qantas Airways,11,3254,3081
272,Silk Air,11,6348,6792
725,Jetstar,11,12043,11829
930,Philippine Airlines,11,13379,15107
1181,Korean Air,11,15114,14018
1001,Virgin Australia,11,1689,1697
742,Batik Air Indonesia,11,3163,2449
1168,SriLankan Airlines,11,7475,7114
1172,British Airways,11,4871,4322
257,Malindo Air,11,10086,9912
1042,Solomon Airlines,11,1865,1693
314,Qantas Airways,12,13939,16150
1046,Indonesia AirAsia,12,12272,13655
295,Federal Express Corporation,12,0,0
264,Air Vanuatu,12,5378,7529
388,Eva Air,12,7407,9981
297,Emirates,12,0,0
1292,Federal Express Corporation,12,0,0
1012,Virgin Australia,12,61686,72491
1355,Polar Air Cargo,12,0,0
1055,Air India,12,7794,8536
300,Asiana Airlines,12,10962,13820
1330,All Nippon Airways,12,9365,11554
1311,Qantas Airways,12,24798,33109
54,Qantas Airways,12,2730,2902
1005,Etihad Airways,12,42759,50568
304,Air Chathams,12,169,144
168,Jetstar,12,7199,8750
1015,Nauru Airlines,12,634,351
1059,Virgin Australia,12,22922,23790
1024,Emirates,12,8819,10626
343,United Airlines,12,27205,31293
328,Qantas Airways,12,11069,11824
345,Tianjin Airlines,12,3596,5183
352,Hainan Airlines,12,6257,10791
356,Scoot Tigerair,12,41460,55202
1036,Jetstar,12,61276,68221
360,Qantas Airways,12,0,0
184,South African Airways,12,5809,7193
195,Air China,12,18332,23232
249,Polar Air Cargo,12,0,0
1320,Tasman Cargo Airlines,12,0,0
1022,Qantas Airways,12,5629,5990
1034,Jetstar,12,22083,23824
247,Qantas Airways,12,7243,7619
1321,China Southern Airlines,12,66008,74824
200,Solomon Airlines,12,1755,1830
3,Air Mauritius,12,2870,3067
193,Qantas Airways,12,7398,7211
253,Silk Air,12,6038,9621
319,Polar Air Cargo,12,0,0
368,Jetstar,12,40727,44088
869,Japan Airlines,12,9414,11635
425,United Parcel Service,12,0,0
739,Air New Zealand,12,716,1134
1100,Polar Air Cargo,12,0,0
102,Beijing Capital Airlines,12,4306,5791
720,Qatar Airways,12,53521,59850
713,Donghai Airlines,12,190,458
68,Federal Express Corporation,12,0,0
707,Sichuan Airlines,12,4121,7048
706,Qantas Airways,12,9429,12789
704,Air Caledonie International,12,6944,5827
702,Qantas Airways,12,29003,33482
697,Jetstar,12,556,1208
686,Air Canada,12,16792,20523
683,Qantas Airways,12,83873,93478
678,Thai AirAsia X,12,2932,4096
1094,Jetstar,12,3141,3293
70,Qantas Airways,12,4402,3454
950,Malindo Air,12,6900,11512
746,Jetstar,12,8281,7656
93,Jetstar Asia,12,2372,4543
873,Jetstar,12,2782,3011
858,United Parcel Service,12,0,0
847,Air Niugini,12,7333,7161
86,Singapore Airlines,12,1837,1594
1130,Qantas Airways,12,44799,51256
833,Delta Air Lines,12,8208,7613
887,SriLankan Airlines,12,7667,8701
816,LATAM Airlines,12,2170,2459
813,American Airlines,12,7480,7592
812,Citilink Indonesia,12,2142,4226
811,United Parcel Service,12,0,0
810,Emirates,12,10407,15467
809,Malaysia Airlines,12,45079,60666
801,Qantas Airways,12,2684,2960
1108,United Parcel Service,12,0,0
922,Royal Brunei Airlines,12,6494,8725
424,Pacific Air Express,12,0,0
636,Cebu Pacific Air,12,11023,13350
631,Batik Air Indonesia,12,2327,4140
517,British Airways,12,2523,3803
508,Samoa Airways,12,1831,2231
507,Emirates,12,114054,124665
150,Xiamen Airlines,12,9427,11512
489,Singapore Airlines,12,141757,171339
1255,Virgin Australia,12,1070,975
487,United Parcel Service,12,0,0
997,Virgin Australia,12,11339,14295
22,British Airways,12,4966,4800
473,China Eastern Airlines,12,39130,50172
457,LATAM Airlines,12,6044,5755
999,Malindo Air,12,7043,10243
157,Hawaiian Airlines,12,9060,11076
447,Cathay Pacific Airways,12,80575,100445
1277,Nauru Airlines,12,0,266
519,Qantas Airways,12,60297,65226
635,Virgin Australia,12,11163,12474
520,Virgin Australia,12,1866,2362
871,Jetstar,12,11600,13360
1053,Fiji Airways,12,22285,26091
624,Vietnam Airlines,12,16236,18911
952,Virgin Australia,12,1217,1103
128,Virgin Australia,12,1821,2463
611,Philippine Airlines,12,12217,20595
605,Qantas Airways,12,7844,7721
598,Garuda Indonesia,12,22271,30714
1084,Qantas Airways,12,3372,2922
585,Thai Airways International,12,35859,43757
62,Air New Zealand,12,129484,136723
1081,Virgin Australia,12,10755,15430
1230,China Airlines,12,17172,26692
568,Korean Air,12,16894,18520
983,AirAsia X,12,46737,67575
544,Virgin Australia,12,507,580
526,China Airlines,12,5009,6269
1078,Emirates,12,0,0
